timestamp,temperature,vibration_rms,rpm,pressure
2026-08-14T04:00:00+00:00,59.00,2.09,1488.80,1.91
2026-08-14T05:00:00+00:00,58.43,1.75,1478.94,1.94
2026-08-14T06:00:00+00:00,59.76,1.52,1470.05,2.06
2026-08-14T07:00:00+00:00,56.57,1.38,1477.45,2.10
2026-08-14T08:00:00+00:00,57.23,1.66,1481.74,2.16
2026-08-14T09:00:00+00:00,56.89,1.86,1478.38,2.14
2026-08-14T10:00:00+00:00,57.53,1.91,1475.38,2.07
2026-08-14T11:00:00+00:00,56.35,2.58,1482.02,2.18
2026-08-14T12:00:00+00:00,58.76,2.33,1475.97,2.18
2026-08-14T13:00:00+00:00,57.73,1.71,1474.98,2.11
2026-08-14T14:00:00+00:00,56.24,2.10,1482.49,2.18
2026-08-14T15:00:00+00:00,56.78,1.88,1476.78,2.12
2026-08-14T16:00:00+00:00,58.38,1.91,1481.95,2.06
2026-08-14T17:00:00+00:00,59.01,2.06,1482.19,2.16
2026-08-14T18:00:00+00:00,60.40,2.19,1470.88,2.11
2026-08-14T19:00:00+00:00,61.50,1.90,1476.15,2.10
2026-08-14T20:00:00+00:00,58.50,2.32,1491.50,2.22
2026-08-14T21:00:00+00:00,56.81,1.66,1470.70,1.90
2026-08-14T22:00:00+00:00,55.44,2.00,1463.07,1.99
2026-08-14T23:00:00+00:00,58.32,2.78,1465.11,2.01
2026-08-15T00:00:00+00:00,57.02,2.07,1480.23,2.07
2026-08-15T01:00:00+00:00,57.50,2.43,1480.25,2.08
2026-08-15T02:00:00+00:00,57.27,2.03,1479.06,1.98
2026-08-15T03:00:00+00:00,57.83,2.17,1489.71,2.02
2026-08-15T04:00:00+00:00,59.28,1.98,1458.62,2.03
2026-08-15T05:00:00+00:00,58.19,1.95,1483.17,2.30
2026-08-15T06:00:00+00:00,57.81,1.77,1492.49,2.24
2026-08-15T07:00:00+00:00,56.76,2.13,1470.98,2.07
2026-08-15T08:00:00+00:00,55.99,1.74,1476.96,2.07
2026-08-15T09:00:00+00:00,57.42,2.20,1473.98,2.01
2026-08-15T10:00:00+00:00,57.94,2.33,1472.85,1.95
2026-08-15T11:00:00+00:00,60.12,2.11,1477.39,2.09
2026-08-15T12:00:00+00:00,58.16,1.91,1491.42,2.02
2026-08-15T13:00:00+00:00,59.18,2.14,1494.70,2.09
2026-08-15T14:00:00+00:00,57.40,1.91,1477.31,1.97
2026-08-15T15:00:00+00:00,56.58,2.28,1495.24,2.04
2026-08-15T16:00:00+00:00,56.84,1.45,1480.28,2.11
2026-08-15T17:00:00+00:00,57.13,1.90,1494.03,2.13
2026-08-15T18:00:00+00:00,60.55,1.40,1479.25,2.13
2026-08-15T19:00:00+00:00,57.01,1.55,1481.05,1.99
2026-08-15T20:00:00+00:00,59.01,2.41,1482.92,2.17
2026-08-15T21:00:00+00:00,56.92,2.27,1505.43,2.04
2026-08-15T22:00:00+00:00,59.12,1.78,1486.81,2.15
2026-08-15T23:00:00+00:00,58.46,1.55,1474.34,2.10
2026-08-16T00:00:00+00:00,57.81,1.11,1487.75,1.99
2026-08-16T01:00:00+00:00,57.95,1.84,1477.11,2.07
2026-08-16T02:00:00+00:00,57.21,2.73,1476.08,2.13
2026-08-16T03:00:00+00:00,58.54,2.13,1487.27,2.15
2026-08-16T04:00:00+00:00,57.45,1.83,1480.25,2.09
2026-08-16T05:00:00+00:00,56.53,2.14,1482.23,2.22
2026-08-16T06:00:00+00:00,56.47,1.53,1480.11,2.18
2026-08-16T07:00:00+00:00,58.21,1.91,1482.69,2.08
2026-08-16T08:00:00+00:00,59.89,2.03,1483.40,2.16
2026-08-16T09:00:00+00:00,58.19,1.97,1464.50,2.25
2026-08-16T10:00:00+00:00,57.86,2.24,1485.33,2.26
2026-08-16T11:00:00+00:00,58.34,2.10,1472.14,2.00
2026-08-16T12:00:00+00:00,59.57,2.20,1468.46,2.03
2026-08-16T13:00:00+00:00,58.26,1.79,1479.53,2.22
2026-08-16T14:00:00+00:00,57.51,2.27,1480.67,2.02
2026-08-16T15:00:00+00:00,59.33,2.49,1474.45,1.99
2026-08-16T16:00:00+00:00,58.51,1.71,1486.65,2.06
2026-08-16T17:00:00+00:00,59.84,1.73,1469.26,2.13
2026-08-16T18:00:00+00:00,58.22,2.40,1476.74,2.09
2026-08-16T19:00:00+00:00,56.53,1.94,1475.32,2.05
2026-08-16T20:00:00+00:00,56.36,2.42,1479.63,2.05
2026-08-16T21:00:00+00:00,59.98,1.87,1482.23,2.04
2026-08-16T22:00:00+00:00,60.07,2.44,1471.94,2.03
2026-08-16T23:00:00+00:00,57.78,2.04,1485.79,2.28
2026-08-17T00:00:00+00:00,57.54,2.08,1480.50,2.12
2026-08-17T01:00:00+00:00,59.75,2.47,1464.86,2.17
2026-08-17T02:00:00+00:00,56.67,1.89,1464.33,2.06
2026-08-17T03:00:00+00:00,56.93,1.72,1479.90,2.09
2026-08-17T04:00:00+00:00,58.77,1.87,1478.23,2.04
2026-08-17T05:00:00+00:00,57.53,2.14,1479.17,1.89
2026-08-17T06:00:00+00:00,57.99,1.53,1479.78,1.99
2026-08-17T07:00:00+00:00,57.80,2.19,1481.80,1.96
2026-08-17T08:00:00+00:00,58.41,1.84,1487.58,1.92
2026-08-17T09:00:00+00:00,59.69,2.34,1471.11,2.00
2026-08-17T10:00:00+00:00,58.11,1.28,1470.62,2.21
2026-08-17T11:00:00+00:00,58.77,1.76,1471.25,2.10
2026-08-17T12:00:00+00:00,55.54,1.49,1482.31,2.20
2026-08-17T13:00:00+00:00,57.94,1.75,1489.96,2.13
2026-08-17T14:00:00+00:00,56.99,2.07,1476.55,2.16
2026-08-17T15:00:00+00:00,56.54,1.95,1459.99,2.03
2026-08-17T16:00:00+00:00,56.95,1.92,1466.37,2.14
2026-08-17T17:00:00+00:00,57.60,1.95,1473.34,2.16
2026-08-17T18:00:00+00:00,59.10,2.06,1475.54,2.05
2026-08-17T19:00:00+00:00,56.41,1.70,1476.73,2.14
2026-08-17T20:00:00+00:00,58.04,2.21,1480.31,2.15
2026-08-17T21:00:00+00:00,57.42,2.20,1477.51,2.06
2026-08-17T22:00:00+00:00,57.61,2.12,1488.39,2.01
2026-08-17T23:00:00+00:00,59.20,2.17,1474.59,2.01
2026-08-18T00:00:00+00:00,58.65,2.09,1473.10,2.11
2026-08-18T01:00:00+00:00,59.60,2.61,1483.83,2.13
2026-08-18T02:00:00+00:00,57.81,1.97,1467.71,2.04
2026-08-18T03:00:00+00:00,57.16,1.91,1483.12,2.10
2026-08-18T04:00:00+00:00,57.73,1.77,1480.82,2.15
2026-08-18T05:00:00+00:00,58.29,1.69,1478.82,2.15
2026-08-18T06:00:00+00:00,58.21,1.63,1492.71,2.22
2026-08-18T07:00:00+00:00,56.70,1.73,1475.02,2.20
2026-08-18T08:00:00+00:00,58.11,1.98,1496.48,2.02
2026-08-18T09:00:00+00:00,58.27,2.10,1478.20,2.23
2026-08-18T10:00:00+00:00,61.02,2.02,1469.78,2.06
2026-08-18T11:00:00+00:00,60.25,1.77,1480.56,2.18
2026-08-18T12:00:00+00:00,56.98,2.27,1471.39,2.11
2026-08-18T13:00:00+00:00,57.66,2.22,1473.99,2.07
2026-08-18T14:00:00+00:00,56.24,1.95,1483.18,1.96
2026-08-18T15:00:00+00:00,57.29,1.80,1484.44,2.09
2026-08-18T16:00:00+00:00,58.38,2.16,1475.02,1.98
2026-08-18T17:00:00+00:00,59.45,2.06,1487.90,2.18
2026-08-18T18:00:00+00:00,57.13,1.57,1489.26,2.22
2026-08-18T19:00:00+00:00,57.22,1.98,1491.49,2.04
2026-08-18T20:00:00+00:00,55.42,2.08,1484.24,2.12
2026-08-18T21:00:00+00:00,57.80,1.73,1490.91,2.04
2026-08-18T22:00:00+00:00,56.73,2.06,1464.95,2.05
2026-08-18T23:00:00+00:00,57.36,1.56,1477.46,2.16
2026-08-19T00:00:00+00:00,56.95,2.40,1473.06,2.10
2026-08-19T01:00:00+00:00,57.89,2.37,1480.95,2.24
2026-08-19T02:00:00+00:00,55.89,1.92,1475.43,2.06
2026-08-19T03:00:00+00:00,56.24,2.11,1478.67,2.18
2026-08-19T04:00:00+00:00,60.56,1.28,1495.06,2.11
2026-08-19T05:00:00+00:00,56.46,1.65,1478.64,2.16
2026-08-19T06:00:00+00:00,56.68,1.91,1483.31,2.06
2026-08-19T07:00:00+00:00,60.20,1.68,1478.14,2.10
2026-08-19T08:00:00+00:00,61.49,2.21,1480.61,2.09
2026-08-19T09:00:00+00:00,56.59,2.60,1480.05,2.03
2026-08-19T10:00:00+00:00,57.56,1.65,1483.59,2.15
2026-08-19T11:00:00+00:00,58.41,1.75,1489.32,2.15
2026-08-19T12:00:00+00:00,60.07,2.07,1493.18,2.15
2026-08-19T13:00:00+00:00,56.82,2.48,1482.48,2.22
2026-08-19T14:00:00+00:00,57.71,1.63,1484.72,2.22
2026-08-19T15:00:00+00:00,58.93,2.07,1470.79,2.07
2026-08-19T16:00:00+00:00,58.52,2.55,1479.30,2.13
2026-08-19T17:00:00+00:00,57.55,1.50,1487.52,2.05
2026-08-19T18:00:00+00:00,57.84,1.62,1486.93,2.10
2026-08-19T19:00:00+00:00,56.35,1.87,1481.69,2.05
2026-08-19T20:00:00+00:00,57.71,1.84,1487.09,2.23
2026-08-19T21:00:00+00:00,57.68,2.24,1483.93,2.13
2026-08-19T22:00:00+00:00,58.28,2.07,1489.60,2.08
2026-08-19T23:00:00+00:00,57.33,1.47,1482.31,2.20
2026-08-20T00:00:00+00:00,58.57,2.15,1477.15,1.93
2026-08-20T01:00:00+00:00,59.22,1.83,1482.69,1.94
2026-08-20T02:00:00+00:00,58.19,2.38,1456.56,2.16
2026-08-20T03:00:00+00:00,58.42,1.81,1483.06,2.10
2026-08-20T04:00:00+00:00,58.06,1.81,1450.81,2.12
2026-08-20T05:00:00+00:00,58.00,2.16,1466.21,1.99
2026-08-20T06:00:00+00:00,57.13,2.23,1483.61,2.10
2026-08-20T07:00:00+00:00,58.38,2.13,1483.82,2.26
2026-08-20T08:00:00+00:00,57.88,1.49,1470.70,2.17
2026-08-20T09:00:00+00:00,60.51,2.16,1474.30,2.11
2026-08-20T10:00:00+00:00,59.89,1.69,1490.96,2.06
2026-08-20T11:00:00+00:00,58.46,2.07,1476.13,2.07
2026-08-20T12:00:00+00:00,57.08,1.57,1497.94,1.93
2026-08-20T13:00:00+00:00,56.67,2.13,1479.98,2.12
2026-08-20T14:00:00+00:00,59.43,1.76,1483.26,2.17
2026-08-20T15:00:00+00:00,58.32,1.62,1492.93,1.97
2026-08-20T16:00:00+00:00,58.58,2.21,1481.05,2.05
2026-08-20T17:00:00+00:00,55.91,2.07,1471.98,2.01
2026-08-20T18:00:00+00:00,59.11,1.82,1479.12,2.02
2026-08-20T19:00:00+00:00,58.55,2.44,1479.72,2.10
2026-08-20T20:00:00+00:00,56.67,1.87,1469.08,1.93
2026-08-20T21:00:00+00:00,57.43,5.76,1477.95,2.15
2026-08-20T22:00:00+00:00,58.32,2.08,1474.06,2.16
2026-08-20T23:00:00+00:00,58.06,1.81,1487.39,2.08
2026-08-21T00:00:00+00:00,57.65,2.14,1480.28,1.90
2026-08-21T01:00:00+00:00,58.23,1.84,1477.74,2.02
2026-08-21T02:00:00+00:00,58.40,1.88,1479.15,2.20
2026-08-21T03:00:00+00:00,59.23,2.41,1481.78,1.88
2026-08-21T04:00:00+00:00,61.17,1.69,1484.93,2.07
2026-08-21T05:00:00+00:00,56.67,1.28,1472.00,2.01
2026-08-21T06:00:00+00:00,59.82,2.48,1471.67,2.16
2026-08-21T07:00:00+00:00,60.66,2.76,1488.84,2.05
2026-08-21T08:00:00+00:00,61.16,1.88,1476.70,2.13
2026-08-21T09:00:00+00:00,60.70,1.42,1468.67,2.15
2026-08-21T10:00:00+00:00,59.39,1.91,1483.55,2.25
2026-08-21T11:00:00+00:00,62.24,1.91,1483.71,2.08
2026-08-21T12:00:00+00:00,64.27,1.94,1467.75,2.13
2026-08-21T13:00:00+00:00,60.71,1.67,1481.84,1.98
2026-08-21T14:00:00+00:00,63.94,2.17,1485.88,2.20
2026-08-21T15:00:00+00:00,62.86,2.16,1483.00,2.04
2026-08-21T16:00:00+00:00,63.53,1.55,1485.06,2.06
2026-08-21T17:00:00+00:00,62.69,2.21,1468.77,2.10
2026-08-21T18:00:00+00:00,63.90,2.62,1482.65,1.97
2026-08-21T19:00:00+00:00,66.21,2.05,1477.58,2.12
2026-08-21T20:00:00+00:00,65.70,1.90,1476.14,2.18
2026-08-21T21:00:00+00:00,67.43,1.96,1486.96,2.12
2026-08-21T22:00:00+00:00,67.11,2.18,1491.83,1.97
2026-08-21T23:00:00+00:00,66.58,1.48,1494.35,2.09
2026-08-22T00:00:00+00:00,68.49,2.05,1490.52,2.16
2026-08-22T01:00:00+00:00,67.28,1.88,1479.12,1.95
2026-08-22T02:00:00+00:00,68.09,2.55,1482.82,2.01
2026-08-22T03:00:00+00:00,67.09,1.95,1486.13,2.17
2026-08-22T04:00:00+00:00,67.88,2.50,1480.97,2.12
2026-08-22T05:00:00+00:00,67.31,1.67,1481.05,2.13
2026-08-22T06:00:00+00:00,69.69,2.18,1486.59,2.25
2026-08-22T07:00:00+00:00,67.44,2.10,1479.53,2.14
2026-08-22T08:00:00+00:00,70.14,1.74,1474.17,2.15
2026-08-22T09:00:00+00:00,69.32,2.05,1476.68,2.32
2026-08-22T10:00:00+00:00,71.31,2.36,1485.07,2.08
2026-08-22T11:00:00+00:00,71.15,1.90,1480.02,2.04
2026-08-22T12:00:00+00:00,72.78,1.49,1482.72,2.13
2026-08-22T13:00:00+00:00,71.83,1.99,1485.36,2.14
2026-08-22T14:00:00+00:00,69.41,1.73,1477.00,2.06
2026-08-22T15:00:00+00:00,71.57,1.90,1486.05,2.02
2026-08-22T16:00:00+00:00,70.59,1.98,1483.03,2.28
2026-08-22T17:00:00+00:00,71.73,1.49,1470.12,2.13
2026-08-22T18:00:00+00:00,74.51,1.52,1491.54,2.04
2026-08-22T19:00:00+00:00,73.82,2.14,1475.99,2.17
2026-08-22T20:00:00+00:00,72.56,1.84,1466.76,2.09
2026-08-22T21:00:00+00:00,72.53,1.23,1471.64,2.08
2026-08-22T22:00:00+00:00,74.14,2.24,1471.83,2.14
2026-08-22T23:00:00+00:00,72.99,2.08,1480.42,2.00
